,movie_id,mpaa
507,2855446,"Rated PG for sequences of action violence, thematic elements and brief mild language"
508,2857100,"Rated PG for some scary images, perilous action sequences and mild rude humor"
509,2857167,"Rated PG-13 for drug use and references, suggestive content, language, some horror images and thematic material"
510,2858786,Rated R for violence and language
511,2858834,"Rated R for drug use, language, some sexuality and brief violence"
512,2858943,"Rated R for violence, sexuality/nudity and language"
513,2859605,Rated R for language
514,2859856,Rated R for language and sexual content.
515,2860313,"Rated R for strong bloody violence, language and some sexuality/nudity."
516,2861105,Rated R for sexual content and language
517,2861247,"Rated R for language including sexual references, and for teen drug and alcohol use"
518,2861259,Rated R for brutal violence and language throughout
519,2861410,"Rated R for disturbing situations involving torture and violence, language throughout and some sexual content"
520,2861903,"Rated PG-13 for thematic elements, brief language and partial nudity"
521,2862055,"Rated R for mental torture/terror, and language throughout"
522,2862201,"Rated R for language, some violence, drug use and sexuality"
523,2862218,"Rated R for language including sexual references, and for drug use"
524,2862229,Rated R for language and some sexual content
525,2862592,Rated PG for some scary action and rude humor
526,2862751,"Rated R for strong brutal violence, language, sexuality and some drug use"
527,2862964,"Rated R for horror violence, sexual content, nudity and language"
528,2863120,Rated R for language and sexual references
529,2863223,Rated PG-13 for some language
530,2863497,"Rated R for violent content, language and some sexuality/nudity"
531,2863961,"Rated R for pervasive strong crude and sexual content, and language"
532,2863987,Rated R for violence and some language
533,2863988,Rated R for violence and some language
534,2864279,Rated R for some language
535,2864366,Rated R for some bloody violence
536,2864924,"Rated PG-13 for frenetic gunplay, violence and action throughout, language, sexual menace and drug material"
537,2865059,Rated R for some language.
538,2865092,"Rated R for some strong sexuality, and language throughout"
539,2865160,Rated PG-13 for some violence and brief strong language
540,2865247,"Rated R for language, sex references and some nudity"
541,2865711,"Rated R for brutal bloody violence, strong sexual content including disturbing behavior, graphic nudity, and language"
542,2865978,"Rated PG-13 for language, sexual content and some drug material"
543,2866540,"Rated R for drug use and language throughout, sexuality/nudity and some violence"
544,2867132,"Rated R for pervasive language, some sexual content and violence"
545,2867201,Rated R for some violence
546,2867278,Rated R for violence and language
547,2867538,"Rated R for disturbing violent content, language and some sexuality"
548,2867904,Rated PG - 13 for a scene of sexuality and brief strong language
549,2867934,Rated PG for some language
550,2868218,Rated R for some sexual references and drug content
551,2868266,"Rated PG-13 for thematic material, violence, disturbing images, and some teen drinking and smoking."
552,2868349,Rated R for violence and language
553,2869990,"Rated PG for thematic elements, mild language and an injury"
554,2870142,Rated PG for some language and rude humor
555,2870143,"Rated R for pervasive crude sexual content, language and some nudity"
556,2870570,"Rated R for language and drug use throughout, and for some crude and sexual content"
557,2871800,"Rated R for strong violence, bloody images, language, some nudity and brief drug use"
558,2872006,"Rated PG-13 for intense thematic material, disturbing content, and some strong language - all involving kids (edited for re-rating)"
559,2873469,"Rated R for language, some sexual content and graphic nudity"
560,2873471,"Rated R for drug use, language and some sexual references"
561,2873713,Rated R for language throughout
562,2873913,"Rated R for sexual content, partial nudity, some horror violence, and language"
563,2874143,"Rated PG-13 for sexual material, some language and smoking"
564,2875026,"Rated R for strong violence, language, some sexual content and nudity"
565,2875232,Rated R for language and sexual content
566,2876122,"Rated R for strong violence, sexual content, nudity, language throughout and some drug use"
567,2876175,"Rated R for strong sexuality, nudity, and language"
568,2876623,"Rated R for bloody violence, sexual content and language"
569,2877058,Rated R for some language and disaster images
570,2877214,Rated R for some sexual content and drug materia
571,2877438,"Rated R for pervasive language, drug use and some sexual content"
572,2877625,Rated R for language and some sexual content
573,2877916,"Rated R for horror violence and gore, language, sexuality, nudity and some drug use"
574,2878627,"Rated PG-13 for some violence, a drug reference, suggestive material and smoking"
575,2878731,Rated PG-13 for mature thematic content and some violence
576,2878794,Rated PG-13 for martial arts violence
577,2878999,"Rated R for language, substance abuse and brief sexuality"
578,2879483,Rated R for language and some drug content
579,2879524,"Rated R for language, teen drug and alcohol use, and some sexual content"
580,2880429,"Rated R for sexual references, language, brief strong violence and some drug use"
581,2881161,"Rated PG-13 for thematic elements, some violence, a crude gesture and brief language."
582,2881331,Rated R for language and brief nude images
583,2881675,"Rated PG-13 for language including some sexual references, and brief nudity"
584,2883029,Rated PG for mild thematic elements
585,2883227,Rated R for language
586,2883425,Rated PG-13 for intense war situations including some bloody images
587,2883522,"Rated PG for thematic elements, language, smoking and some suggestive material"
588,2884242,"Rated PG-13 for extended sequences of violence, action and mayhem"
589,2884246,Rated PG-13 for intense sequences of sci-fi violence and action
590,2884253,"Rated PG-13 for intense sequences of violence, gunplay and action throughout"
591,2884367,Rated R for language and brief graphic nudity
592,2884511,"Rated PG-13 for sustained intense sequences of menace, some violence with bloody images, and for substance use"
593,2884650,Rated PG-13 for mature thematic elements involving violence and substance abuse
594,2885521,Rated R for some sexual content/nudity and language
595,2885641,"Rated R for language, some violence and brief nudity"
596,2885809,Rated R for language and violence
597,2886241,Rated PG-13 for some sensuality
598,2886361,Rated R for language
599,2886841,Rated R for a scene of sexuality/nudity and brief language
600,2886852,"Rated PG for mild thematic elements, including brief smoking images"
601,2887183,"Rated R for bloody violence, disturbing images, language and some sexual content."
602,2887528,"Rated PG for thematic elements, violence, language and smoking"
603,2887593,": Rated R for violent disturbing images, language, drug content and brief sexual material"
604,2887609,"Rated PG - 13 for thematic elements, some strong language and suggestive material"
